cost_function,value,name,level
all_time_peak_average,1.7967381112492347,District,district
annual_normalized_unserved_energy_total,0.0,District,district
carbon_emissions_total,2.1202145119052664,District,district
cost_total,2.1247273884805344,District,district
daily_one_minus_load_factor_average,0.8665694904291938,District,district
daily_peak_average,2.1036160048391466,District,district
discomfort_cold_delta_average,0.0,District,district
discomfort_cold_delta_maximum,0.0,District,district
discomfort_cold_delta_minimum,0.0,District,district
discomfort_cold_proportion,,District,district
discomfort_hot_delta_average,0.0,District,district
discomfort_hot_delta_maximum,0.0,District,district
discomfort_hot_delta_minimum,0.0,District,district
discomfort_hot_proportion,,District,district
discomfort_proportion,,District,district
electricity_consumption_total,2.120490463038193,District,district
monthly_one_minus_load_factor_average,0.9227007016502162,District,district
one_minus_thermal_resilience_proportion,,District,district
power_outage_normalized_unserved_energy_total,,District,district
ramping_average,1.4807326654495583,District,district
zero_net_energy,-5.09677412119182,District,district
electricity_consumption_total,2.4733758173676943,Building_1,building
zero_net_energy,0.15356944188458677,Building_1,building
carbon_emissions_total,2.5159142107184964,Building_1,building
cost_total,2.577177366064711,Building_1,building
discomfort_proportion,,Building_1,building
discomfort_cold_proportion,,Building_1,building
discomfort_hot_proportion,,Building_1,building
discomfort_cold_delta_minimum,0.0,Building_1,building
discomfort_cold_delta_maximum,0.0,Building_1,building
discomfort_cold_delta_average,0.0,Building_1,building
discomfort_hot_delta_minimum,0.0,Building_1,building
discomfort_hot_delta_maximum,0.0,Building_1,building
discomfort_hot_delta_average,0.0,Building_1,building
one_minus_thermal_resilience_proportion,,Building_1,building
power_outage_normalized_unserved_energy_total,,Building_1,building
annual_normalized_unserved_energy_total,0.0,Building_1,building
electricity_consumption_total,1.0,Building_2,building
zero_net_energy,1.0,Building_2,building
carbon_emissions_total,1.0000000001230798,Building_2,building
cost_total,0.9822616023913424,Building_2,building
discomfort_proportion,,Building_2,building
discomfort_cold_proportion,,Building_2,building
discomfort_hot_proportion,,Building_2,building
discomfort_cold_delta_minimum,0.0,Building_2,building
discomfort_cold_delta_maximum,0.0,Building_2,building
discomfort_cold_delta_average,0.0,Building_2,building
discomfort_hot_delta_minimum,0.0,Building_2,building
discomfort_hot_delta_maximum,0.0,Building_2,building
discomfort_hot_delta_average,0.0,Building_2,building
one_minus_thermal_resilience_proportion,,Building_2,building
power_outage_normalized_unserved_energy_total,,Building_2,building
annual_normalized_unserved_energy_total,0.0,Building_2,building
electricity_consumption_total,1.0,Building_3,building
zero_net_energy,1.0,Building_3,building
carbon_emissions_total,1.0000000004561749,Building_3,building
cost_total,0.9840396117876676,Building_3,building
discomfort_proportion,,Building_3,building
discomfort_cold_proportion,,Building_3,building
discomfort_hot_proportion,,Building_3,building
discomfort_cold_delta_minimum,0.0,Building_3,building
discomfort_cold_delta_maximum,0.0,Building_3,building
discomfort_cold_delta_average,0.0,Building_3,building
discomfort_hot_delta_minimum,0.0,Building_3,building
discomfort_hot_delta_maximum,0.0,Building_3,building
discomfort_hot_delta_average,0.0,Building_3,building
one_minus_thermal_resilience_proportion,,Building_3,building
power_outage_normalized_unserved_energy_total,,Building_3,building
annual_normalized_unserved_energy_total,0.0,Building_3,building
electricity_consumption_total,3.233780816040133,Building_4,building
zero_net_energy,13.403040219484174,Building_4,building
carbon_emissions_total,3.5237214159771284,Building_4,building
cost_total,3.119813386696053,Building_4,building
discomfort_proportion,,Building_4,building
discomfort_cold_proportion,,Building_4,building
discomfort_hot_proportion,,Building_4,building
discomfort_cold_delta_minimum,0.0,Building_4,building
discomfort_cold_delta_maximum,0.0,Building_4,building
discomfort_cold_delta_average,0.0,Building_4,building
discomfort_hot_delta_minimum,0.0,Building_4,building
discomfort_hot_delta_maximum,0.0,Building_4,building
discomfort_hot_delta_average,0.0,Building_4,building
one_minus_thermal_resilience_proportion,,Building_4,building
power_outage_normalized_unserved_energy_total,,Building_4,building
annual_normalized_unserved_energy_total,0.0,Building_4,building
electricity_consumption_total,2.5024088320712448,Building_5,building
zero_net_energy,-0.07897986865778886,Building_5,building
carbon_emissions_total,2.541012661510977,Building_5,building
cost_total,2.567458038049087,Building_5,building
discomfort_proportion,,Building_5,building
discomfort_cold_proportion,,Building_5,building
discomfort_hot_proportion,,Building_5,building
discomfort_cold_delta_minimum,0.0,Building_5,building
discomfort_cold_delta_maximum,0.0,Building_5,building
discomfort_cold_delta_average,0.0,Building_5,building
discomfort_hot_delta_minimum,0.0,Building_5,building
discomfort_hot_delta_maximum,0.0,Building_5,building
discomfort_hot_delta_average,0.0,Building_5,building
one_minus_thermal_resilience_proportion,,Building_5,building
power_outage_normalized_unserved_energy_total,,Building_5,building
annual_normalized_unserved_energy_total,0.0,Building_5,building
electricity_consumption_total,1.0,Building_6,building
zero_net_energy,1.0,Building_6,building
carbon_emissions_total,1.0000000000071796,Building_6,building
cost_total,0.9336963028773598,Building_6,building
discomfort_proportion,,Building_6,building
discomfort_cold_proportion,,Building_6,building
discomfort_hot_proportion,,Building_6,building
discomfort_cold_delta_minimum,0.0,Building_6,building
discomfort_cold_delta_maximum,0.0,Building_6,building
discomfort_cold_delta_average,0.0,Building_6,building
discomfort_hot_delta_minimum,0.0,Building_6,building
discomfort_hot_delta_maximum,0.0,Building_6,building
discomfort_hot_delta_average,0.0,Building_6,building
one_minus_thermal_resilience_proportion,,Building_6,building
power_outage_normalized_unserved_energy_total,,Building_6,building
annual_normalized_unserved_energy_total,0.0,Building_6,building
electricity_consumption_total,3.356777545402212,Building_7,building
zero_net_energy,0.005802876882671004,Building_7,building
carbon_emissions_total,3.3689079205862673,Building_7,building
cost_total,3.4052144209551662,Building_7,building
discomfort_proportion,,Building_7,building
discomfort_cold_proportion,,Building_7,building
discomfort_hot_proportion,,Building_7,building
discomfort_cold_delta_minimum,0.0,Building_7,building
discomfort_cold_delta_maximum,0.0,Building_7,building
discomfort_cold_delta_average,0.0,Building_7,building
discomfort_hot_delta_minimum,0.0,Building_7,building
discomfort_hot_delta_maximum,0.0,Building_7,building
discomfort_hot_delta_average,0.0,Building_7,building
one_minus_thermal_resilience_proportion,,Building_7,building
power_outage_normalized_unserved_energy_total,,Building_7,building
annual_normalized_unserved_energy_total,0.0,Building_7,building
electricity_consumption_total,1.0,Building_8,building
zero_net_energy,1.0,Building_8,building
carbon_emissions_total,1.000000000299154,Building_8,building
cost_total,0.9858708310344914,Building_8,building
discomfort_proportion,,Building_8,building
discomfort_cold_proportion,,Building_8,building
discomfort_hot_proportion,,Building_8,building
discomfort_cold_delta_minimum,0.0,Building_8,building
discomfort_cold_delta_maximum,0.0,Building_8,building
discomfort_cold_delta_average,0.0,Building_8,building
discomfort_hot_delta_minimum,0.0,Building_8,building
discomfort_hot_delta_maximum,0.0,Building_8,building
