cost_function,value,name,level
all_time_peak_average,1.3825587223453053,District,district
annual_normalized_unserved_energy_total,0.0,District,district
carbon_emissions_total,2.9326436804247997,District,district
cost_total,2.756931765676961,District,district
daily_one_minus_load_factor_average,0.9647274116601509,District,district
daily_peak_average,1.7588573275633441,District,district
discomfort_cold_delta_average,0.0,District,district
discomfort_cold_delta_maximum,0.0,District,district
discomfort_cold_delta_minimum,0.0,District,district
discomfort_cold_proportion,,District,district
discomfort_hot_delta_average,0.0,District,district
discomfort_hot_delta_maximum,0.0,District,district
discomfort_hot_delta_minimum,0.0,District,district
discomfort_hot_proportion,,District,district
discomfort_proportion,,District,district
electricity_consumption_total,3.0285186497848677,District,district
monthly_one_minus_load_factor_average,0.9606135428755898,District,district
one_minus_thermal_resilience_proportion,,District,district
power_outage_normalized_unserved_energy_total,,District,district
ramping_average,2.9543975464173764,District,district
zero_net_energy,-1.0200014832955955,District,district
electricity_consumption_total,1.9474822498982325,Building_1,building
zero_net_energy,-0.3461702685538188,Building_1,building
carbon_emissions_total,1.9837735093192492,Building_1,building
cost_total,1.8674920086593279,Building_1,building
discomfort_proportion,,Building_1,building
discomfort_cold_proportion,,Building_1,building
discomfort_hot_proportion,,Building_1,building
discomfort_cold_delta_minimum,0.0,Building_1,building
discomfort_cold_delta_maximum,0.0,Building_1,building
discomfort_cold_delta_average,0.0,Building_1,building
discomfort_hot_delta_minimum,0.0,Building_1,building
discomfort_hot_delta_maximum,0.0,Building_1,building
discomfort_hot_delta_average,0.0,Building_1,building
one_minus_thermal_resilience_proportion,,Building_1,building
power_outage_normalized_unserved_energy_total,,Building_1,building
annual_normalized_unserved_energy_total,0.0,Building_1,building
electricity_consumption_total,1.5923069565656676,Building_2,building
zero_net_energy,1.2386705624538756,Building_2,building
carbon_emissions_total,1.5680833215008163,Building_2,building
cost_total,1.4060294770819834,Building_2,building
discomfort_proportion,,Building_2,building
discomfort_cold_proportion,,Building_2,building
discomfort_hot_proportion,,Building_2,building
discomfort_cold_delta_minimum,0.0,Building_2,building
discomfort_cold_delta_maximum,0.0,Building_2,building
discomfort_cold_delta_average,0.0,Building_2,building
discomfort_hot_delta_minimum,0.0,Building_2,building
discomfort_hot_delta_maximum,0.0,Building_2,building
discomfort_hot_delta_average,0.0,Building_2,building
one_minus_thermal_resilience_proportion,,Building_2,building
power_outage_normalized_unserved_energy_total,,Building_2,building
annual_normalized_unserved_energy_total,0.0,Building_2,building
electricity_consumption_total,1.0,Building_3,building
zero_net_energy,1.0,Building_3,building
carbon_emissions_total,1.0000000004561749,Building_3,building
cost_total,0.8444942284088409,Building_3,building
discomfort_proportion,,Building_3,building
discomfort_cold_proportion,,Building_3,building
discomfort_hot_proportion,,Building_3,building
discomfort_cold_delta_minimum,0.0,Building_3,building
discomfort_cold_delta_maximum,0.0,Building_3,building
discomfort_cold_delta_average,0.0,Building_3,building
discomfort_hot_delta_minimum,0.0,Building_3,building
discomfort_hot_delta_maximum,0.0,Building_3,building
discomfort_hot_delta_average,0.0,Building_3,building
one_minus_thermal_resilience_proportion,,Building_3,building
power_outage_normalized_unserved_energy_total,,Building_3,building
annual_normalized_unserved_energy_total,0.0,Building_3,building
electricity_consumption_total,6.549494883272401,Building_4,building
zero_net_energy,7.397807230878895,Building_4,building
carbon_emissions_total,6.55873060091632,Building_4,building
cost_total,6.3354544932757735,Building_4,building
discomfort_proportion,,Building_4,building
discomfort_cold_proportion,,Building_4,building
discomfort_hot_proportion,,Building_4,building
discomfort_cold_delta_minimum,0.0,Building_4,building
discomfort_cold_delta_maximum,0.0,Building_4,building
discomfort_cold_delta_average,0.0,Building_4,building
discomfort_hot_delta_minimum,0.0,Building_4,building
discomfort_hot_delta_maximum,0.0,Building_4,building
discomfort_hot_delta_average,0.0,Building_4,building
one_minus_thermal_resilience_proportion,,Building_4,building
power_outage_normalized_unserved_energy_total,,Building_4,building
annual_normalized_unserved_energy_total,0.0,Building_4,building
electricity_consumption_total,3.2513628723305534,Building_5,building
zero_net_energy,0.4798281392319067,Building_5,building
carbon_emissions_total,3.142072087445783,Building_5,building
cost_total,3.059460039511439,Building_5,building
discomfort_proportion,,Building_5,building
discomfort_cold_proportion,,Building_5,building
discomfort_hot_proportion,,Building_5,building
discomfort_cold_delta_minimum,0.0,Building_5,building
discomfort_cold_delta_maximum,0.0,Building_5,building
discomfort_cold_delta_average,0.0,Building_5,building
discomfort_hot_delta_minimum,0.0,Building_5,building
discomfort_hot_delta_maximum,0.0,Building_5,building
discomfort_hot_delta_average,0.0,Building_5,building
one_minus_thermal_resilience_proportion,,Building_5,building
power_outage_normalized_unserved_energy_total,,Building_5,building
annual_normalized_unserved_energy_total,0.0,Building_5,building
electricity_consumption_total,1.3773699863568296,Building_6,building
zero_net_energy,1.0873083667298653,Building_6,building
carbon_emissions_total,1.3578348631914796,Building_6,building
cost_total,1.2761678692946885,Building_6,building
discomfort_proportion,,Building_6,building
discomfort_cold_proportion,,Building_6,building
discomfort_hot_proportion,,Building_6,building
discomfort_cold_delta_minimum,0.0,Building_6,building
discomfort_cold_delta_maximum,0.0,Building_6,building
discomfort_cold_delta_average,0.0,Building_6,building
discomfort_hot_delta_minimum,0.0,Building_6,building
discomfort_hot_delta_maximum,0.0,Building_6,building
